1,38
2,18
3,39
4,14
5,18
6,14
7,14
8,14
9,18
10,14
11,39
12,14
13,18
14,27
15,14
16,14
17,14
18,18
19,14
20,14
21,50
22,14
23,14
24,14
25,14
26,14
27,14
28,39
29,18
30,18
31,24
32,18
33,18
34,39
35,18
36,14
37,46
38,14
39,14
40,14
41,14
42,14
43,21
44,18
45,42
46,18
47,14
48,14
50,14
51,24
52,28
53,14
54,40
55,18
56,14
57,14
58,14
59,14
60,18
61,39
62,46
63,14
64,39
65,14
66,18
67,40
68,14
69,50
70,14
71,14
72,21
73,18
74,38
75,32
76,14
77,18
78,18
79,18
80,14
81,14
82,39
83,14
84,14
85,14
86,39
87,14
88,14
89,18
90,39
91,18
92,39
93,18
94,39
95,18
96,39
97,18
98,14
99,18
100,41
101,14
102,14
103,14
104,39
105,14
106,14
107,40
108,18
110,14
111,40
112,14
113,39
114,30
115,18
116,39
118,39
119,14
120,14
121,14
122,42
123,14
124,14
125,14
126,14
127,14
128,14
129,14
131,14
132,14
133,14
134,39
135,39
136,39
137,14
138,38
139,14
140,18
141,14
142,18
143,14
144,43
145,18
146,14
147,39
148,28
149,18
150,14
151,18
152,18
153,14
154,50
155,14
156,38
157,18
158,18
159,14
160,14
161,18
162,18
163,18
165,37
166,18
167,18
168,39
169,14
170,14
171,14
172,50
173,38
174,14
175,14
176,18
177,18
178,38
179,39
180,14
181,14
182,14
183,14
184,18
185,14
186,14
187,39
188,18
189,18
190,38
191,43
193,14
194,14
195,14
196,14
197,14
198,39
199,14
200,14
201,14
202,18
203,14
204,14
205,39
206,39
207,14
208,43
209,39
210,14
211,14
212,14
213,18
214,39
215,18
216,14
217,14
218,18
219,38
220,18
221,46
222,18
223,14
224,18
225,39
226,38
227,14
228,14
229,18
230,14
231,14
232,14
233,14
234,14
235,14
236,14
237,14
238,18
239,18
240,38
241,18
242,18
243,38
244,14
245,14
246,38
247,39
248,14
249,40
250,14
251,14
252,24
253,18
254,39
255,14
256,14
257,14
258,30
259,28
260,28
261,14
262,14
263,18
264,14
265,3
266,14
267,14
268,28
269,39
270,38
271,3
272,18
273,14
274,18
275,39
276,39
277,50
278,14
279,14
280,39
281,14
282,14
283,14
284,14
285,14
286,14
287,14
289,14
291,18
292,14
293,14
294,39
295,14
296,39
297,14
298,39
299,18
300,14
301,39
302,14
303,14
304,14
305,14
306,14
307,14
308,18
309,39
310,14
311,39
312,14
313,14
314,18
315,39
316,18
317,18
318,43
319,14
320,43
321,14
322,18
323,14
324,18
325,14
326,14
327,39
329,14
330,18
331,14
332,28
333,42
334,14
335,14
336,14
337,40
338,39
339,39
340,14
341,21
342,14
343,14
344,14
345,14
346,14
347,14
348,14
349,38
350,18
351,18
352,14
353,14
354,40
355,14
356,14
357,14
358,18
359,14
360,14
361,21
362,38
363,24
364,14
365,45
366,39
367,14
368,14
369,10
370,3
371,38
372,14
373,3
374,14
375,39
376,14
377,24
378,14
379,51
380,14
381,14
382,40
383,24
384,14
385,14
386,14
387,14
388,40
389,18
390,14
391,24
392,39
393,14
394,14
395,14
396,46
397,5
398,18
399,21
400,39
401,18
402,14
403,14
404,14
405,50
406,14
407,18
408,14
409,18
410,14
411,39
412,18
413,14
414,14
415,14
416,14
417,18
418,50
419,14
420,14
421,50
422,14
423,21
424,50
425,18
426,14
427,50
428,14
429,39
430,24
431,40
432,18
433,40
434,18
435,14
436,50
437,18
438,14
439,32
440,14
441,14
442,18
443,39
444,14
445,14
446,14
447,39
448,14
449,14
450,14
451,40
452,38
453,14
454,14
455,39
456,14
457,14
458,14
459,18
460,24
461,39
462,14
463,14
464,39
465,14
466,18
467,14
468,24
469,14
470,39
471,24
472,39
473,28
474,14
475,14
476,10
477,18
478,14
479,39
480,18
481,39
482,38
483,14
484,50
485,14
486,14
487,14
488,18
489,14
490,14
491,14
492,21
493,39
494,14
495,14
496,14
497,14
498,10
499,14
500,21
501,24
502,43
504,14
506,14
507,14
508,18
509,14
510,14
511,18
512,50
513,43
514,14
515,14
516,14
517,18
518,18
519,18
520,14
522,14
523,14
524,50
526,14
527,50
528,39
529,18
530,14
531,14
532,50
533,14
534,14
535,14
536,14
537,38
538,18
539,14
540,14
541,14
542,24
543,39
544,14
545,18
546,14
547,40
548,39
549,14
550,10
551,43
552,18
553,14
554,5
555,14
556,14
557,14
558,14
559,14
560,14
561,14
562,14
563,10
564,46
565,18
566,24
567,40
568,14
569,14
570,24
571,50
572,14
573,50
574,14
575,3
576,14
577,14
578,39
580,2
581,56
582,14
583,40
584,18
585,14
586,24
587,14
588,50
589,18
590,14
591,14
592,18
593,14
594,14
595,39
596,38
597,14
598,14
599,18
600,14
601,21
603,14
604,28
605,14
606,39
607,40
608,18
609,39
610,14
611,14
612,14
613,50
614,18
615,14
616,14
617,14
618,21
619,39
620,14
621,14
622,14
623,14
624,39
625,50
626,14
627,14
628,18
629,14
630,39
631,14
632,14
633,39
634,14
635,14
636,14
637,14
638,24
639,18
640,14
641,14
642,24
643,18
645,14
646,14
648,14
649,39
650,21
651,50
652,14
653,39
654,24
655,21
656,14
657,39
658,14
659,39
660,14
661,14
663,14
664,28
665,18
666,14
667,50
668,14
669,21
670,39
672,39
673,18
674,18
675,14
676,14
677,21
678,14
679,39
680,14
681,18
682,18
684,40
685,56
686,39
687,18
688,21
689,24
690,14
691,14
692,50
693,39
694,18
695,14
696,14
697,14
698,14
699,14
700,2
701,50
702,14
703,18
704,3
705,30
706,28
707,39
708,18
709,28
710,3
711,14
712,14
713,14
714,14
715,14
716,14
717,14
718,18
719,14
720,1
721,50
722,14
723,14
724,14
726,14
727,14
728,14
729,18
730,39
731,24
732,14
733,14
734,14
735,14
736,14
737,14
738,18
739,14
740,40
741,14
742,39
743,14
744,14
745,39
746,50
747,14
748,39
749,14
750,21
751,18
752,24
753,14
754,40
755,39
756,14
757,39
758,14
759,14
760,24
761,14
762,18
763,43
764,40
765,38
766,14
767,18
768,50
769,14
770,18
771,18
772,14
773,18
774,24
775,14
776,38
777,14
779,38
780,14
781,39
782,47
783,14
784,39
785,14
786,14
787,14
788,18
789,18
790,3
791,18
792,14
793,14
794,14
795,14
796,14
797,14
799,14
800,18
801,18
802,43
803,14
804,14
805,14
806,14
807,14
808,42
809,18
810,14
811,50
812,14
813,24
814,42
815,14
816,24
817,43
818,18
819,14
820,18
823,14
824,39
825,14
826,14
827,24
828,14
829,24
830,50
831,14
832,14
834,14
835,14
836,18
838,14
839,14
840,14
841,14
842,14
843,14
844,50
845,14
846,14
847,14
848,21
849,39
850,14
851,14
852,39
853,46
854,14
855,39
857,18
858,28
859,14
860,18
861,14
862,18
864,14
865,14
866,14
867,18
868,18
869,18
870,14
871,14
872,14
873,18
874,14
875,14
876,14
877,24
878,14
879,14
880,39
881,14
882,14
883,17
884,40
885,40
886,14
887,18
888,39
889,14
890,39
891,24
892,14
893,18
894,14
895,14
896,14
897,14
898,5
899,54
900,14
901,14
902,18
903,14
904,9
905,18
906,18
907,24
908,14
909,14
910,39
911,14
912,18
913,24
914,14
915,50
916,14
917,38
918,24
919,50
920,14
921,10
922,42
923,39
924,14
925,28
926,14
927,24
930,14
931,14
932,39
933,14
934,3
935,24
936,18
937,14
938,18
939,14
940,18
941,14
942,47
943,28
944,14
945,14
946,14
947,39
948,14
949,14
950,14
951,14
952,14
953,39
954,14
955,14
956,18
957,18
958,14
959,14
960,14
961,14
962,28
963,14
964,10
965,18
966,14
967,14
968,14
969,18
970,18
971,24
972,39
973,18
974,39
975,14
976,14
977,18
978,14
979,46
980,50
981,39
982,14
983,14
984,12
985,39
986,14
987,14
988,38
989,2
990,14
991,14
992,14
993,39
994,18
995,14
996,14
997,14
998,18
999,18
1000,14
1001,50
1002,14
1003,18
1004,39
1005,40
1006,14
1007,14
1008,14
1009,39
1010,39
1011,24
1012,47
1013,14
1014,14
1015,14
1016,14
1017,14
1018,14
1019,14
1020,14
1021,50
1022,14
1023,54
1024,14
1025,14
1026,50
1027,18
1028,50
1029,14
1030,43
1031,14
1032,14
1033,14
1034,18
1035,38
1036,39
1037,14
1038,14
1039,50
1040,18
1041,38
1042,14
1043,14
1044,39
1045,14
1046,14
1047,39
1048,14
1049,46
1050,14
1051,14
1052,14
1053,18
1054,14
1055,14
1056,50
1057,14
1058,14
1059,18
1060,14
1061,39
1062,14
1063,39
1064,28
1065,14
1066,14
1067,14
1068,14
1071,21
1072,14
1073,14
1074,14
1075,18
1076,46
1078,14
1079,39
1080,18
1081,14
1082,14
1083,14
1084,14
1085,14
1086,14
1087,28
1088,14
1091,18
1093,18
1094,14
1095,14
1096,14
1097,14
1098,14
1099,50
1100,39
1101,14
1102,43
1103,14
1104,14
1105,3
1106,24
1107,14
1108,14
1109,46
1110,14
1111,39
1112,14
1113,14
1114,46
1115,18
1116,14
1117,14
1118,14
1120,18
1121,14
1122,14
1123,14
1124,14
1125,14
1126,14
1127,18
1128,38
1129,24
1131,38
1132,18
1133,14
1134,21
1135,14
1136,14
1137,38
1138,21
1139,21
1140,21
1141,39
1142,14
1143,14
1144,14
1145,39
1146,39
1147,39
1148,39
1149,14
1150,14
1151,28
1152,8
1153,14
1154,24
1155,14
1156,40
1157,14
1158,10
1159,14
1160,14
1161,14
1162,46
1163,14
1164,14
1165,14
1166,18
1167,14
1168,21
1169,18
1170,18
1171,18
1172,18
1173,43
1174,18
1175,14
1176,50
1177,14
1178,14
1179,40
1180,39
1181,14
1182,39
1183,18
1184,14
1186,18
1187,28
1188,28
1189,14
1190,24
1191,14
1192,18
1193,14
1194,14
1195,42
1196,14
1197,39
1198,39
1199,18
1200,2
1201,14
1202,28
1203,18
1204,14
1205,14
1206,14
1207,28
1208,46
1209,46
1210,14
1211,24
1212,39
1213,39
1214,14
1215,14
1216,14
1217,24
1218,50
1219,18
1220,39
1221,18
1222,39
1223,18
1225,50
1227,24
1228,39
1229,14
1230,14
1231,14
1232,18
1233,52
1234,14
1237,14
1238,14
1239,50
1240,3
1241,46
1242,14
1243,18
1244,14
1245,50
1246,14
1247,18
1248,42
1249,50
1251,28
1252,14
1253,14
1254,14
1255,14
1256,14
1257,21
1258,18
1259,18
1260,14
1261,13
1262,14
1263,14
1264,14
1265,14
1266,39
1267,14
1268,21
1269,39
1270,40
1271,14
1272,14
1273,24
1274,28
1275,14
1276,2
1277,9
1278,50
1279,28
1280,14
1281,14
1282,14
1283,39
1284,50
1285,28
1286,14
1287,50
1288,18
1289,14
1291,14
1292,40
1293,10
1294,12
1295,50
1296,38
1297,14
1299,14
1300,14
1302,39
1303,18
1304,14
1305,18
1306,14
1307,46
1308,21
1309,2
1310,14
1311,14
1313,14
1315,18
1316,50
1317,14
1318,14
1319,14
1320,28
1321,21
1322,18
1323,29
1324,14
1325,14
1326,13
1327,14
1328,39
1329,42
1330,14
1331,24
1332,14
1333,14
1335,39
1336,3
1337,40
1338,14
1340,21
1341,42
1342,14
1343,38
1345,10
1346,14
1347,14
1348,14
1349,14
1350,18
1351,18
1352,2
1353,32
1354,14
1355,14
1356,14
1357,14
1358,18
1359,2
1360,43
1361,50
1362,24
1363,14
1364,50
1366,14
1367,50
1368,38
1369,14
1370,14
1371,14
1372,14
1373,13
1374,14
1375,14
1378,14
1379,14
1380,14
1381,14
1382,14
1383,14
1385,18
1386,14
1387,14
1388,14
1389,14
1390,40
1391,38
1393,14
1394,14
1395,40
1396,14
1397,14
1399,14
1400,14
1402,14
1403,13
1404,10
1405,21
1406,18
1407,14
1408,14
1409,14
1410,40
1411,39
1412,14
1413,18
1414,39
1415,14
1416,14
1417,14
1418,18
1419,14
1420,50
1421,14
1422,14
1423,14
1424,8
1425,14
1426,50
1427,14
1428,14
1429,39
1430,14
1431,14
1432,14
1433,14
1434,39
1435,12
1436,14
1437,39
1438,14
1439,39
1440,14
1441,14
1442,18
1443,50
1444,18
1445,14
1446,40
1447,39
1448,21
1449,14
1450,14
1451,18
1452,14
1453,14
1454,18
1455,40
1456,14
1457,21
1458,18
1459,14
1460,14
1461,39
1462,14
1463,14
1464,39
1465,14
1466,9
1467,14
1468,39
1469,14
1470,24
1471,14
1472,40
1474,14
1475,14
1476,50
1477,14
1478,43
1479,14
1480,14
1481,14
1482,18
1483,14
1485,14
1486,10
1487,43
1488,14
1489,14
1490,14
1491,14
1492,14
1493,18
1494,38
1495,39
1496,18
1497,50
1498,14
1499,14
1500,32
1502,50
1503,40
1504,14
1505,14
1506,18
1507,14
1508,14
1510,14
1511,14
1512,14
1513,46
1514,14
1515,14
1516,18
1517,14
1518,39
1519,14
1520,38
1521,14
1522,14
1523,14
1524,28
1525,28
1526,50
1527,24
1528,27
1529,43
1530,18
1531,50
1532,14
1533,14
1534,40
1535,18
1536,14
1537,12
1538,14
1539,14
1540,28
1541,36
1542,14
1543,18
1544,14
1545,39
1546,14
1547,24
1548,14
1549,14
1550,14
1551,14
1552,14
1553,18
1554,39
1555,2
1556,39
1557,18
1558,14
1560,32
1562,18
1563,14
1564,14
1565,14
1566,14
1567,14
1568,14
1569,14
1570,14
1571,14
1572,39
1573,39
1574,18
1575,18
1576,50
1577,14
1578,21
1579,24
1580,14
1581,14
1582,14
1583,14
1584,2
1585,14
1586,39
1587,14
1588,39
1589,14
1590,2
1591,14
1592,14
1593,14
1594,24
1597,50
1598,13
1599,14
1600,14
1601,38
1602,14
1603,10
1604,14
1605,14
1606,14
1607,40
1608,40
1609,14
1610,18
1611,13
1612,14
1613,46
1615,14
1616,24
1617,14
1618,14
1619,14
1620,14
1622,14
1623,14
1624,3
1625,43
1626,50
1627,50
1628,5
1629,14
1630,14
1631,14
1632,43
1633,14
1634,50
1635,14
1637,40
1638,14
1640,14
1641,14
1642,3
1643,14
1644,14
1645,50
1646,14
1647,39
1648,10
1649,14
1650,41
1651,18
1652,18
1653,21
1654,40
1655,14
1656,14
1657,24
1658,14
1659,32
1661,14
1662,21
1663,28
1664,14
1665,14
1666,18
1667,14
1668,41
1669,14
1670,50
1671,18
1673,38
1674,2
1675,39
1676,14
1677,3
1678,24
1679,40
1680,43
1681,14
1682,39
1683,14
1684,43
1685,14
1686,14
1687,18
1688,39
1689,14
1690,39
1691,14
1693,24
1694,14
1695,50
1696,14
1697,40
1698,14
1699,14
1700,14
1701,14
1702,14
1703,14
1704,14
1705,18
1706,24
1707,14
1708,14
1709,14
1710,18
1711,14
1712,32
1713,14
1714,50
1715,2
1716,14
1717,14
1718,14
1719,14
1720,14
1721,14
1722,18
1723,14
1724,18
1725,14
1726,50
1727,39
1728,54
1729,18
1730,39
1732,14
1733,14
1734,14
1735,14
1736,14
1737,26
1739,38
1740,14
1741,14
1742,14
1743,14
1744,14
1745,39
1746,14
1747,14
1748,14
1749,14
1750,14
1752,14
1753,18
1754,12
1755,14
1756,14
1757,14
1758,50
1759,18
1760,18
1761,41
1762,14
1763,14
1764,18
1765,18
1766,14
1767,13
1768,14
1769,14
1770,14
1771,14
1772,14
1773,39
1774,21
1775,18
1776,14
1777,14
1778,14
1779,38
1780,14
1781,14
1782,14
1783,18
1784,56
1785,14
1786,14
1787,14
1788,18
1789,18
1790,14
1791,56
1792,18
1793,14
1794,14
1795,14
1796,14
1797,14
1798,14
1799,18
1800,14
1801,40
1802,50
1803,18
1804,13
1805,39
1806,14
1807,18
1808,39
1809,14
1810,14
1811,14
1812,39
1813,21
1814,14
1816,14
1817,24
1818,18
1819,14
1820,14
1821,40
1822,18
1823,14
1824,14
1825,14
1826,14
1827,39
1828,28
1829,14
1830,14
1831,43
1832,18
1833,14
1834,14
1835,24
1837,14
1838,39
1839,14
1840,40
1841,14
1842,14
1843,14
1845,39
1846,18
1847,14
1848,14
1849,14
1850,39
1851,38
1852,14
1853,38
1854,14
1855,46
1856,18
1857,39
1858,14
1859,14
1860,18
1861,14
1862,13
1863,14
1864,18
1865,14
1866,14
1867,14
1868,14
1869,14
1870,14
1871,18
1873,14
1874,14
1875,14
1876,14
1877,14
1878,14
1880,46
1881,18
1882,21
1883,18
1885,14
1886,14
1887,14
1888,14
1889,14
1890,50
1891,18
1892,39
1893,39
1894,14
1895,14
1896,14
1897,18
1898,14
1899,14
1900,39
1901,43
1902,14
1903,14
1904,50
1905,14
1906,18
1907,14
1908,39
1909,24
1910,50
1911,14
1912,18
1913,14
1915,14
1916,24
1917,14
1918,14
1919,18
1920,28
1921,50
1922,50
1924,18
1925,14
1926,10
1927,18
1928,14
1929,14
1930,28
1931,14
1932,14
1933,14
1934,14
1935,24
1936,14
1938,18
1939,14
1940,14
1941,39
1942,18
1943,14
1944,39
1945,43
1946,14
1947,14
1948,18
1949,18
1950,14
1951,14
1952,50
1953,39
1954,14
1955,14
1956,21
1957,14
1958,35
1959,2
1960,12
1961,14
1962,39
1963,38
1964,14
1965,43
1966,50
1967,38
1968,14
1969,14
1970,14
1971,18
1972,14
1973,39
1974,14
1975,14
1976,24
1977,18
1978,14
1979,14
1980,38
1981,14
1982,14
1984,46
1985,14
1986,18
1989,14
1990,18
1992,14
1993,39
1994,14
1995,14
1996,56
1997,14
1998,18
1999,41
2000,14
2001,39
2002,14
2003,43
2004,14
2005,14
2006,21
2007,18
2008,14
2009,39
2010,14
2011,14
2012,2
2013,14
2014,14
2015,14
2016,14
2017,43
2018,14
2019,10
2020,39
2021,39
2022,14
2023,14
2024,46
2025,38
2026,2
2027,40
2028,10
2029,50
2030,40
2031,14
2033,40
2034,43
2035,18
2036,14
2037,18
2038,14
2040,43
2041,40
2042,18
2043,14
2044,14
2045,14
2046,40
2047,39
2048,40
2049,14
2050,14
2051,14
2052,14
2053,14
2055,14
2056,14
2057,14
2058,14
2059,14
2060,40
2061,14
2062,14
2063,32
2064,18
2065,14
2066,18
2067,18
2068,14
2069,14
2071,39
2072,14
2073,24
2074,14
2075,14
2076,50
2077,14
2078,24
2079,18
2080,10
2081,14
2083,50
2084,2
2085,34
2086,14
